Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA,wRC,BsR,Fld,Off,Def,WAR,ADP,playerid
Wander Franco,TBR,149,651,589,170,33,9,19,85,84,49,79,6,10,5,0.289,0.346,0.472,0.818,0.35,128,0,-1.4,22.3,6.1,5.1,54.8,23667
Brandon Lowe,TBR,143,626,544,132,28,1,32,87,86,66,167,9,6,2,0.244,0.332,0.479,0.811,0.345,125,1.2,-1.7,20.2,0,4.2,79,18882
Randy Arozarena,TBR,147,653,571,147,29,3,25,88,80,59,172,14,19,9,0.257,0.339,0.45,0.789,0.338,120,-0.1,-1.5,16.1,-10.5,2.8,59.7,19290
Yandy Diaz,TBR,130,561,479,131,24,2,14,70,64,71,93,4,2,1,0.274,0.371,0.421,0.792,0.345,125,-1,-1.1,16,-8.3,2.7,393.6,16578
Mike Zunino,TBR,80,312,278,57,10,1,17,38,43,24,109,5,1,0,0.203,0.276,0.435,0.712,0.303,97,-0.6,0.2,-1.9,6.8,2.1,231.5,13265
Manuel Margot,TBR,115,485,436,113,22,3,13,57,55,40,84,3,16,7,0.259,0.323,0.414,0.738,0.318,107,0.5,2.8,4.5,-0.7,2,350.9,14712
Austin Meadows,TBR,141,615,543,133,28,3,27,80,83,59,137,7,7,3,0.245,0.324,0.454,0.778,0.332,116,-1.6,-0.5,10.4,-13.7,1.8,131.2,15672
Taylor Walls,TBR,104,416,363,82,18,1,8,44,40,45,106,3,12,6,0.227,0.314,0.354,0.668,0.295,91,-0.4,5.9,-5.1,7.9,1.7,575.4,22458
Kevin Kiermaier,TBR,120,474,426,99,20,5,10,51,49,36,117,5,11,4,0.232,0.298,0.374,0.672,0.291,88,0.9,4.4,-5.9,6.4,1.7,582.3,11038
Ji-Man Choi,TBR,109,465,391,92,21,1,16,58,54,64,121,5,2,1,0.236,0.348,0.418,0.766,0.334,117,-0.8,-0.8,9,-10.1,1.5,545,5452
Francisco Mejia,TBR,62,244,222,55,11,2,7,27,29,15,48,4,1,0,0.25,0.307,0.415,0.722,0.311,102,-0.1,0,0.4,5.1,1.1,396.8,16403
Joey Wendle,TBR,81,335,305,78,17,2,6,33,34,20,68,6,7,3,0.254,0.31,0.382,0.692,0.299,90,0.1,0.2,-4.4,0.9,0.8,364.4,13853
Jordan Luplow,TBR,72,304,261,61,14,1,12,37,36,36,76,3,4,2,0.233,0.331,0.424,0.755,0.328,102,-0.2,0.4,0.7,-3.8,0.7,600,16424
Brett Phillips,TBR,52,206,179,36,6,2,6,24,22,23,73,2,8,2,0.2,0.295,0.365,0.66,0.29,88,0.6,2.7,-2.5,0.3,0.5,600.5,14735
Vidal Brujan,TBR,39,161,146,36,8,1,3,18,17,12,27,1,10,4,0.246,0.305,0.376,0.681,0.297,92,0.2,-0.2,-1.3,0.6,0.5,353.8,20536
Josh Lowe,TBR,16,65,58,14,3,0,2,8,8,6,17,0,2,1,0.243,0.315,0.416,0.731,0.316,105,0,-0.1,0.4,-0.7,0.2,458.9,19953
Jesus Quiroz,TBR,13,53,46,11,2,0,2,6,6,5,13,1,0,0,0.228,0.312,0.393,0.705,0.308,99,-0.1,0,-0.1,0.2,0.2,999,sa596560
Jonathan Aranda,TBR,18,72,65,17,3,0,2,9,9,5,15,1,1,0,0.261,0.325,0.423,0.748,0.323,110,0,0,0.8,-1.5,0.2,999,sa919293
Rene Pinto,TBR,9,37,34,8,2,0,1,4,4,2,10,0,0,0,0.226,0.275,0.376,0.651,0.281,82,0,0,-0.8,0.8,0.1,999,sa826668
Miles Mastrobuoni,TBR,2,7,6,1,0,0,0,1,1,1,1,0,0,0,0.244,0.309,0.335,0.644,0.284,84,0,0,-0.1,0.1,0,999,sa918318
Austin Shenton,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.243,0.305,0.408,0.713,0.308,100,0,0,0,0,0,999,sa3009869
Jay Proctor,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.222,0.304,0.342,0.646,0.286,85,0,0,0,0,0,999,sa876187
Cal Stevenson,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.238,0.321,0.365,0.686,0.303,96,0,0,0,0,0,999,sa3006871
Gregory Jones,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.229,0.287,0.363,0.65,0.283,83,0,0,0,0,0,999,sa3010151
Xavier Edwards,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.264,0.32,0.345,0.665,0.294,90,0,0,0,0,0,999,sa3007018
Kameron Misner,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.228,0.296,0.372,0.667,0.291,88,0,0,0,0,0,999,sa3011656
Tristan Gray,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.213,0.274,0.354,0.628,0.274,76,0,0,0,0,0,999,sa829756
Ruben Cardenas,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.245,0.288,0.42,0.707,0.302,95,0,0,0,0,0,999,sa3007505
Curtis Mead,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.235,0.276,0.366,0.642,0.278,79,0,0,0,0,0,999,sa3008392
Blake Hunt,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.259,0.32,0.579,0.254,63,0,0,0,0,0,999,sa3004153
Jakkob Palomaki,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.217,0.288,0.291,0.579,0.26,68,0,0,0,0,0,999,sa3007003
James Haley,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.213,0.26,0.35,0.61,0.265,70,0,0,0,0,0,999,sa918418
Niko Hulsizer,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.207,0.278,0.379,0.657,0.284,84,0,0,0,0,0,999,sa3007053
Brett Wisely,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.219,0.267,0.337,0.604,0.264,70,0,0,0,0,0,999,sa1170003
Ryan Boldt,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.224,0.284,0.364,0.649,0.282,82,0,0,0,0,0,999,sa738262
Michael Smith,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.21,0.268,0.318,0.587,0.259,66,0,0,0,0,0,999,sa3004997
Dillon Paulson,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.224,0.294,0.37,0.664,0.289,87,0,0,0,0,0,999,sa3007007
Roberto Alvarez,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.202,0.253,0.285,0.538,0.238,52,0,0,-0.1,0,0,999,sa917107
Luis Trevino,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.199,0.249,0.284,0.533,0.236,51,0,0,-0.1,0,0,999,sa3009893
Erik Ostberg,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.19,0.24,0.297,0.537,0.236,51,0,0,-0.1,0,0,999,sa3004505
Logan Driscoll,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.193,0.241,0.296,0.537,0.236,51,0,0,-0.1,0,0,999,sa3009882
Grant Witherspoon,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.206,0.253,0.335,0.588,0.255,64,0,0,0,0,0,999,sa3007047
Connor Hollis,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.219,0.269,0.309,0.578,0.255,64,0,0,0,0,0,999,sa3007870
Ronny Simon,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.199,0.247,0.306,0.554,0.243,56,0,0,-0.1,0,0,999,sa3008365
