Name,Team,W,L,ERA,GS,G,SV,IP,H,ER,HR,SO,BB,WHIP,K_per_9,BB_per_9,FIP,WAR,RA9_WAR,ADP,playerid
Zack Wheeler,PHI,14,10,3.33,32,32,0,203,181,75,23,220,50,1.13,9.76,2.19,3.31,5.1,4.8,25.2,10310
Aaron Nola,PHI,13,10,3.57,32,32,0,192,168,76,25,224,54,1.15,10.49,2.51,3.51,4.5,4,44.1,16149
Ranger Suarez,PHI,11,9,3.75,29,29,0,165,156,69,19,159,60,1.31,8.72,3.26,3.94,2.8,3.1,181.4,17277
Kyle Gibson,PHI,11,11,4.18,32,32,0,187,188,87,24,171,70,1.38,8.23,3.36,4.25,2.5,2.4,371.1,10123
Zach Eflin,PHI,8,8,4.22,23,23,0,130,131,61,20,119,32,1.26,8.27,2.2,4.19,1.9,1.7,473.9,13774
Jose Alvarado,PHI,4,3,3.21,0,67,9,67,50,24,6,90,39,1.34,12.1,5.29,3.52,0.8,1,571.2,17780
Corey Knebel,PHI,3,3,3.51,0,60,15,60,48,23,7,77,23,1.19,11.58,3.51,3.51,0.7,0.7,197.5,15010
Bailey Falter,PHI,4,3,3.89,3,51,0,66,62,29,10,68,20,1.24,9.22,2.76,4.03,0.6,0.6,590.9,20070
Sam Coonrod,PHI,3,3,3.62,0,59,2,59,50,24,7,67,24,1.26,10.23,3.66,3.74,0.5,0.6,598.6,17264
Connor Brogdon,PHI,3,3,4.05,0,63,1,63,57,28,9,67,24,1.28,9.56,3.44,4.17,0.5,0.3,598.9,21205
Cristopher Sanchez,PHI,1,1,3.58,0,24,0,24,21,10,2,26,12,1.36,9.81,4.4,3.87,0.2,0.2,999,20778
Seranthony Dominguez,PHI,3,3,4.09,0,52,5,52,48,24,6,53,23,1.37,9.2,3.95,4.21,0.2,0.2,999,19249
Ryan Sherriff,PHI,3,3,4.13,0,58,0,58,55,27,7,56,26,1.39,8.66,3.97,4.37,0.1,0.2,999,12249
Hans Crouse,PHI,2,3,5.22,6,6,0,36,37,21,7,32,16,1.45,8,3.92,5.37,0.1,0.1,999,22192
Yoan Lopez,PHI,1,1,4.17,0,14,0,14,13,6,2,14,6,1.35,8.84,3.54,4.28,0.1,0.1,999,17181
Damon Jones,PHI,1,1,3.87,0,20,0,20,17,9,2,23,12,1.43,10.15,5.18,4.22,0.1,0.2,999,23310
James McArthur,PHI,0,1,4.8,2,2,0,9,9,5,1,8,4,1.45,7.59,3.82,4.94,0.1,0.1,999,sa3007715
JoJo Romero,PHI,0,0,3.92,0,9,0,9,8,4,1,9,4,1.34,8.95,3.6,4.15,0,0.1,999,19574
Michael Kelly,PHI,0,0,4.1,0,1,0,1,1,0,0,1,0,1.32,9.46,3.6,4.2,0,0.1,999,sa597767
Erubiel Armenta,PHI,0,0,3.96,0,1,0,1,1,0,0,1,1,1.39,10.4,4.7,4.21,0,0.1,999,sa3015125
Tyler Cyr,PHI,0,0,4.08,0,1,0,1,1,0,0,1,0,1.39,9.41,4.27,4.23,0,0.1,999,sa875270
Jake Newberry,PHI,0,0,4.32,0,1,0,1,1,0,0,1,0,1.36,9.17,3.8,4.46,0,0,999,15136
William Sullivan,PHI,0,0,4.17,0,1,0,1,1,0,0,1,0,1.37,9.99,4.31,4.29,0,0.1,999,sa3014918
Joe Gatto,PHI,0,0,4.25,0,1,0,1,1,0,0,1,0,1.38,8.92,3.91,4.39,0,0,999,sa828693
Jeffrey Singer,PHI,0,0,4.28,0,1,0,1,1,0,0,1,0,1.39,9.09,4.13,4.57,0,0,999,sa919323
Braden Zarbnisky,PHI,0,0,4.45,0,1,0,1,1,0,0,1,0,1.37,8.61,3.55,4.58,0,0,999,sa3014791
Zachary Warren,PHI,0,0,4.25,0,1,0,1,1,0,0,1,1,1.52,9.84,5.73,4.62,0,0,999,sa829420
Tyler Phillips,PHI,0,0,4.64,0,0,0,1,1,1,0,1,0,1.42,7.39,3.47,4.75,0,0,999,sa875646
Colton Eastman,PHI,0,0,4.77,0,0,0,1,1,1,0,1,0,1.43,7.51,3.6,4.91,0,0,999,sa3008312
Adam Leverett,PHI,0,0,4.77,0,0,0,1,1,1,0,1,0,1.42,7.73,3.68,4.92,0,0,999,sa1169991
Taylor Lehman,PHI,0,0,4.76,0,0,0,1,1,1,0,1,0,1.48,7.94,4.29,4.99,0,0,999,sa3007834
John Perkins,PHI,0,0,4.93,0,0,0,1,1,1,0,1,0,1.42,6.97,3.18,5.05,0,0,999,sa3007713
Ethan Lindow,PHI,0,0,4.81,0,0,0,1,1,1,0,1,0,1.39,7.33,3.16,5.08,0,0,999,sa3005028
Kyle Glogoski,PHI,0,0,4.99,0,0,0,1,1,1,0,1,0,1.47,8.49,4.4,5.13,0,0,999,sa3007464
Joshua Hendrickson,PHI,0,0,4.92,0,0,0,1,1,1,0,1,0,1.43,7.69,3.62,5.15,0,0,999,sa3011196
Victor Vargas,PHI,0,0,5.12,0,0,0,1,1,1,0,1,0,1.48,6.97,3.68,5.22,0,0,999,sa3007724
Noah Skirrow,PHI,0,0,5.1,0,0,0,1,1,1,0,1,0,1.46,7.74,3.86,5.22,0,0,999,sa3014845
Francisco Morales,PHI,0,0,5.09,0,0,0,1,1,1,0,1,1,1.57,8.52,5.32,5.26,0,0,999,sa3004581
David Parkinson,PHI,0,0,5.04,0,0,0,1,1,1,0,1,0,1.42,7.05,3.29,5.3,0,0,999,sa3004857
Griffin McGarry,PHI,0,0,5.18,0,0,0,1,1,1,0,1,1,1.57,7.94,5.01,5.31,0,0,999,sa3017130
Julian Garcia,PHI,0,0,5.19,0,0,0,1,1,1,0,1,0,1.49,7.32,4.02,5.36,0,0,999,sa918182
Benjamin Brown,PHI,0,0,5.41,0,0,0,1,1,1,0,1,1,1.59,7.12,4.77,5.56,0,0,999,sa3005122
Erik Miller,PHI,0,0,5.39,0,0,0,1,1,1,0,1,1,1.62,7.25,5.17,5.65,0,0,999,sa3011336
Mark Appel,PHI,0,0,5.55,0,0,0,1,1,1,0,1,1,1.58,7.17,4.59,5.65,0,0,999,sa501726
Rafael Marcano,PHI,0,0,5.38,0,0,0,1,1,1,0,1,1,1.69,6.59,5.59,5.69,0,0,999,sa3008330
Tyler McKay,PHI,0,0,5.62,0,0,0,1,1,1,0,1,1,1.67,5.8,4.86,5.76,0,0,999,sa3007851
Jhordany Mezquita,PHI,0,0,5.48,0,0,0,1,1,1,0,1,1,1.62,7.35,5.33,5.82,0,0,999,sa3004860
Dominic Pipkin,PHI,0,0,5.7,0,0,0,1,1,1,0,1,1,1.69,6.38,5.37,5.89,0,0,999,sa3007896
Fernando Lozano,PHI,0,0,5.75,0,0,0,1,1,1,0,1,1,1.69,6.13,5.24,5.9,0,0,999,sa3008585
Cristian Hernandez,PHI,0,0,5.78,0,0,0,1,1,1,0,1,1,1.65,6.61,4.97,5.9,0,0,999,sa3005836
McLean Abel,PHI,0,0,5.74,0,0,0,1,1,1,0,1,1,1.69,7.07,5.64,5.91,0,0,999,sa3014534
Jordi Martinez,PHI,0,0,5.67,0,0,0,1,1,1,0,1,1,1.7,6.35,5.46,5.94,0,0,999,sa3006141
Jonathan Hughes,PHI,0,0,5.8,0,0,0,1,1,1,0,1,1,1.68,5.65,4.9,5.95,0,0,999,sa3014908
Rodolfo Sanchez,PHI,0,0,5.75,0,0,0,1,1,1,0,1,1,1.67,6.72,5.37,5.96,0,0,999,sa3003009
Gabriel Cotto,PHI,0,0,5.74,0,0,0,1,1,1,0,1,1,1.77,6.32,6.14,6.05,0,0,999,sa3007934
Eduar Segovia,PHI,0,0,5.97,0,0,0,1,1,1,0,1,1,1.72,6.86,5.74,6.12,0,0,999,sa3008374
Starlyn Castillo,PHI,0,0,6.07,0,0,0,1,1,1,0,1,1,1.75,6.23,5.73,6.18,0,0,999,sa3011608
Spencer Van Scoyoc,PHI,0,0,5.89,0,0,0,1,1,1,0,1,1,1.82,6.39,6.58,6.2,0,0,999,sa3011127
Gunner Mayer,PHI,0,0,6.07,0,0,0,1,1,1,0,1,1,1.76,6.57,5.99,6.21,0,0,999,sa3011199
Jose Conopoima,PHI,0,0,6.19,0,0,0,1,1,1,0,1,1,1.79,5.72,5.79,6.31,0,0,999,sa3003134
Dylan Castaneda,PHI,0,0,6.31,0,0,0,1,1,1,0,1,1,1.82,6.34,6.43,6.44,0,0,999,sa3011731
Manuel Urias,PHI,0,0,6.4,0,0,0,1,1,1,0,1,1,1.79,5.04,5.56,6.46,0,0,999,sa3007606
Oswald Medina,PHI,0,0,6.53,0,0,0,1,1,1,0,1,1,1.86,4.99,6.06,6.55,0,0,999,sa3015928
Jean Cabrera,PHI,0,0,6.68,0,0,0,1,1,1,0,1,1,1.89,5.09,6.39,6.69,0,0,999,sa3015433
Joel Valdez,PHI,0,0,6.55,0,0,0,1,1,1,0,1,1,1.95,4.69,6.94,6.74,0,0,999,sa3011397
Jonathan Petit,PHI,0,0,6.75,0,0,0,1,1,1,0,1,1,1.91,4.77,6.46,6.76,0,0,999,sa3016842
Wilberson Liendo,PHI,0,0,6.83,0,0,0,1,1,1,0,1,1,1.96,5.03,7.09,6.9,0,0,999,sa3002688
Giussepe Velasquez,PHI,0,0,6.91,0,0,0,1,1,1,0,1,1,1.95,4.85,6.78,6.9,0,0,999,sa3016463
Javier Fuenmayor,PHI,0,0,7.16,0,0,0,1,1,1,0,0,1,1.99,4.43,6.95,7.14,0,0,999,sa3015965
Pedro Reyes,PHI,0,0,7.29,0,0,0,1,1,1,0,0,1,2,4.44,6.97,7.27,0,0,999,sa3015994
Carlo Reyes,PHI,0,0,4.52,0,1,0,1,1,1,0,1,0,1.38,8.87,3.76,4.65,0,0,999,sa3008713
Adonis Medina,PHI,0,0,4.69,0,1,0,1,1,1,0,1,0,1.43,7.15,3.54,4.87,0,0,999,19903
Ramon Rosso,PHI,0,0,4.55,0,1,0,1,1,1,0,1,0,1.39,8.77,3.91,4.73,0,0,999,20368
Ethan Evanko,PHI,0,0,4.47,0,1,0,1,1,0,0,1,0,1.4,7.85,3.58,4.7,0,0,999,sa3008037
Austin Ross,PHI,0,0,4.52,0,1,0,1,1,1,0,1,1,1.47,8.89,4.75,4.71,0,0,999,sa3007817
Braeden Ogle,PHI,0,0,4.44,0,1,0,1,1,0,0,1,1,1.48,9.08,4.91,4.74,0,0,999,sa917989
Tyler Carr,PHI,0,0,4.54,0,1,0,1,1,1,0,1,0,1.46,7.85,4.16,4.75,0,0,999,sa3007491
Jakob Hernandez,PHI,0,0,4.45,0,1,0,1,1,0,0,1,0,1.38,9.12,4.08,4.75,0,0,999,sa3004823
Joel Cesar,PHI,0,0,4.64,0,1,0,1,1,1,0,1,0,1.43,8.92,4.25,4.79,0,0,999,sa917887
